Product Name,Price,Date,Link
"Primebook 2 Pro 2026 (New Launch) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)","24,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODM1ODMzMzI3ODAyOTY1OjE3NzQ3MjI1MDI6c3BfbXRmOjMwMDcwNjM5MjAxMDEzMjo6MDo6&url=%2FPrimebook-Storage-14-1-Inch-MediaTek-Keyboard%2Fdp%2FB0FFM8M9B5%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722502%26sr%3D8-11-spons%26aref%3DNLGjhb5MHj%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=NLGjhb5MHj&sp_cr=ZAZ
"Primebook 2 Max 2026 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)","28,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODM1ODMzMzI3ODAyOTY1OjE3NzQ3MjI1MDI6c3BfbXRmOjMwMDcwNjM5MjAxMDAzMjo6MDo6&url=%2FPrimebook-Storage-15-6-Inch-MediaTek-Keyboard%2Fdp%2FB0FFMQB3KL%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722502%26sr%3D8-12-spons%26aref%3DzUANlRM61Y%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=zUANlRM61Y&sp_cr=ZAZ
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop","72,990",2026-03-27,https://www.amazon.in/HP-Smartchoice-Upgradeable-Office24-fb3134AX/dp/B0FDKPXD95/ref=sr_1_13?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-13
"ASUS Vivobook 15, Intel Core i7 13th Gen 13620H, 16GB RAM, 1TB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.7Kg, X1502VA-BQ1299WS, Intel UHD GPU, 42Whr, M365 Basic (1Year)* Laptop","68,990",2026-03-27,https://www.amazon.in/ASUS-Vivobook-13620H-Windows-X1502VA-BQ1299WS/dp/B0FC2K5LJB/ref=sr_1_14?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-14
"ASUS Vivobook 14 (2025),13th Gen, Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm) Windows 11 Home, M365 Basic(1 Year)* Office 2024,Cool Silver,1.4 Kg, X1404VA-EB321WS, Thin & Light Laptop","43,440",2026-03-27,https://www.amazon.in/ASUS-Vivobook-i3-1315U-Windows-X1404VA-EB321WS/dp/B0GBTQ6CK8/ref=sr_1_15?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-15
"Dell_Model 5410 Laptop | i7 10th Gen Processor| 8GB RAM | 256GB SSD | UHD Graphics 620 14"" Screen | Win 10 Pro (Pre-Owned & Tested)","29,000",2026-03-27,https://www.amazon.in/Dell_Model-Laptop-Processor-Graphics-Pre-Owned/dp/B0GTLLQRQ4/ref=sr_1_16?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-16
"HP 255 G10 Laptop for Home or Work, 16GB RAM DDR5, 512GB SSD, 15.6"" Full HD, Ryzen 3 7335U (Beats Intel i5-1135G7), HDMI, USB-C, Windows 11","51,299",2026-03-27,https://www.amazon.in/HP-255-Laptop-i5-1135G7-Windows/dp/B0FDBLR2HT/ref=sr_1_17?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-17
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)","49,999",2026-03-27,https://www.amazon.in/HP-Business-Display-Copilot-Windows/dp/B0FY638QT9/ref=sr_1_18?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-18
"HP 15, Intel Core 5-120U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0651TU, FHD Camera w/Privacy Shutter, Backlit Laptop","52,990",2026-03-27,https://www.amazon.in/HP-Anti-Glare-Micro-Edge-fd0651TU-Privacy/dp/B0GF8BZ3G2/ref=sr_1_19?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-19
"ASUS Vivobook Go 14 (2023) Thin & Light Laptop,AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, (8GB RAM/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",N/A,2026-03-27,https://www.amazon.in/ASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS/dp/B0BVMM9CW5/ref=sr_1_20?dib=eyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc&dib_tag=se&keywords=laptop&qid=1774722502&sr=8-20
"Primebook 2 Neo (2026) | 6GB RAM, 128GB Storage (Upgradable Upto 512GB) | MediaTek Helio G99 | Android 15 (PrimeOS3.0) | in-Built AI | 11.6” Thin & Light Laptop | Type-C, USB, MicroSD Ports","15,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODM1ODMzMzI3ODAyOTY1OjE3NzQ3MjI1MDI6c3BfYnRmOjMwMDYyMTQ2MTg5MTEzMjo6MDo6&url=%2FPrimebook-Upgradable-MediaTek-G99-PrimeOS3-0%2Fdp%2FB0FDLB7BQZ%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722502%26sr%3D8-21-spons%26aref%3DE8O8DLTkwq%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=E8O8DLTkwq&sp_cr=ZAZ
"ThinkPad L430 Business Laptop | Core i5-3320M | 8GB RAM | 128GB SSD | Win10 Pro | 14inch | Office Ready (8, GB)","12,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODM1ODMzMzI3ODAyOTY1OjE3NzQ3MjI1MDI6c3BfYnRmOjMwMDg3MjczNzQ4MDIzMjo6MDo6&url=%2FThinkPad-Business-Laptop-i5-3320M-14inch%2Fdp%2FB0GC7SMLWK%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.w2HEJtqmfrtQzRHVp-x3_8F4nrLLfZf4wruJFd6uBdKLycdTeBoaVBryUR3-gIghHY8B_0DO-CB4LQvauYhwV6R7u-gkfB4RLLThDxOBaEISVMl__RkKkkTadva0TYsZvEAzxUUK6YIE9i-0fsEe_Zwegrln2Qapur8eOOfmZAhzWyWYct0RS_dgNc3k7bGmbCKYRDjNc9hW9Y2DmEdZvR_J0_oHcENJh06P70wz_zc.W_BidG-XEhKY-dR6SsWQlb0yADqYHer7_o739DW1SBc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722502%26sr%3D8-22-spons%26aref%3DhQZQ9dckEg%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=hQZQ9dckEg&sp_cr=ZAZ
"HP Omnibook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x,1TB SSD) 2K OLED,16''/40.6cm, Win11, M365*Office24, Glacier Silver, 1.59kg, fb0001QU, Backlit, Next-Gen AI Laptop","71,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTE4MDI3NzQ3NzEzODcxOjE3NzQ3MjI1MjA6c3BfYXRmX25leHQ6MzAwOTExMDY4NDk3MDMyOjowOjo&url=%2FHP-Previously-Snapdragon-Processor-fb0001QU%2Fdp%2FB0FRM3G9JF%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.GDIRW7rkkjld9nQab_MUYILfbHAMgnJcHCxtgkE6MlNysm6TFKPCiqAbubfUPd5lqmywHnbG0HsdYbIiFIcCogyPFPjyVhp_DYpzOM7dLFx8OnwFkZU1r-fWyanef4py-RoCnnl9eUH7LknidCmdrKqOnPkaP_5M954-Eu320fiaLOTGSHtxIRJrYwn2xVUnryh-gY_bRpC2cp-btMGHEimLwlcUpoB_s1JtM-jJDPM.TlPgA9bigFNc1T0PzKtSm-qWkCmZ8GbNLfh0drD5Hlc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722520%26sr%3D8-17-spons%26aref%3DVjGFaLvZgu%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=VjGFaLvZgu&sp_cr=ZAZ
"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6cm, Win11, Office24, Silver, 1.79kg, ag1037au, Next Gen AI Copilot+ Laptop","69,990",2026-03-27,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTE4MDI3NzQ3NzEzODcxOjE3NzQ3MjI1MjA6c3BfYXRmX25leHQ6MzAwOTA5MjA0MTg0MDMyOjowOjo&url=%2FHP-Smartchoice-OmniBook-Previously-Pavilion%2Fdp%2FB0F3HQKGMN%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.GDIRW7rkkjld9nQab_MUYILfbHAMgnJcHCxtgkE6MlNysm6TFKPCiqAbubfUPd5lqmywHnbG0HsdYbIiFIcCogyPFPjyVhp_DYpzOM7dLFx8OnwFkZU1r-fWyanef4py-RoCnnl9eUH7LknidCmdrKqOnPkaP_5M954-Eu320fiaLOTGSHtxIRJrYwn2xVUnryh-gY_bRpC2cp-btMGHEimLwlcUpoB_s1JtM-jJDPM.TlPgA9bigFNc1T0PzKtSm-qWkCmZ8GbNLfh0drD5Hlc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1774722520%26sr%3D8-18-spons%26aref%3DE412mbNVUW%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=E412mbNVUW&sp_cr=ZAZ
